Country,Year,Cases
Hungary,2002,
Hungary,2003,
Hungary,2004,
Hungary,2005,
Hungary,2006,
Hungary,2007,
Hungary,2008,
Hungary,2009,
Hungary,2010,
Hungary,2011,
Hungary,2012,
Hungary,2013,
Hungary,2014,50
Hungary,2015,50
Hungary,2016,50
Netherlands,1990,
Netherlands,1991,
Netherlands,1992,
Netherlands,1993,
Netherlands,1994,
Netherlands,1995,
Netherlands,1996,
Netherlands,1997,
Netherlands,1998,
Netherlands,1999,
Netherlands,2000,
Netherlands,2001,
Netherlands,2002,
Netherlands,2003,
Netherlands,2004,
Netherlands,2005,
Netherlands,2006,
Netherlands,2007,
Netherlands,2008,70
Netherlands,2009,70
Netherlands,2010,100
Netherlands,2011,100
Netherlands,2012,100
Netherlands,2013,150
Netherlands,2014,250
Netherlands,2015,50
Netherlands,2016,50
Italy,1990,
Italy,1991,
Italy,1992,
Italy,1993,
Italy,1994,
Italy,1995,
Italy,1996,
Italy,1997,
Italy,1998,
Italy,1999,
Italy,2000,
Italy,2001,
Italy,2002,
Italy,2003,
Italy,2004,
Italy,2005,
Italy,2006,0
Italy,2007,0
Italy,2008,0
Italy,2009,0
Italy,2010,0
Italy,2011,0
Italy,2012,0
Italy,2013,50
Italy,2014,50
Italy,2015,50
Italy,2016,50
Bulgaria,1990,
Bulgaria,1991,
Bulgaria,1992,
Bulgaria,1993,
Bulgaria,1994,
Bulgaria,1995,
Bulgaria,1996,
Bulgaria,1997,
Bulgaria,1998,
Bulgaria,1999,
Bulgaria,2000,
Bulgaria,2001,
Bulgaria,2002,
Bulgaria,2003,
Bulgaria,2004,
Bulgaria,2005,
Bulgaria,2006,
Bulgaria,2007,
Bulgaria,2008,
Bulgaria,2009,50
Bulgaria,2010,50
Bulgaria,2011,100
Bulgaria,2012,100
Bulgaria,2013,100
Bulgaria,2014,100
Bulgaria,2015,100
Bulgaria,2016,40
DF Nordic Countries - (All Countries),1990,
DF Nordic Countries - (All Countries),1991,
DF Nordic Countries - (All Countries),1992,
DF Nordic Countries - (All Countries),1993,
DF Nordic Countries - (All Countries),1994,50
DF Nordic Countries - (All Countries),1995,50
DF Nordic Countries - (All Countries),1996,25
DF Nordic Countries - (All Countries),1997,25
DF Nordic Countries - (All Countries),1998,25
DF Nordic Countries - (All Countries),1999,20
DF Nordic Countries - (All Countries),2000,15
DF Nordic Countries - (All Countries),2001,300
DF Nordic Countries - (All Countries),2002,250
DF Nordic Countries - (All Countries),2003,175
DF Nordic Countries - (All Countries),2004,150
DF Nordic Countries - (All Countries),2005,125
DF Nordic Countries - (All Countries),2006,50
DF Nordic Countries - (All Countries),2007,50
DF Nordic Countries - (All Countries),2008,50
DF Nordic Countries - (All Countries),2009,
DF Nordic Countries - (All Countries),2010,
DF Nordic Countries - (All Countries),2011,5
DF Nordic Countries - (All Countries),2012,
DF Nordic Countries - (All Countries),2013,35
DF Nordic Countries - (All Countries),2014,40
DF Nordic Countries - (All Countries),2015,40
DF Nordic Countries - (All Countries),2016,40
DF China,1990,
DF China,1991,
DF China,1992,
DF China,1993,
DF China,1994,
DF China,1995,
DF China,1996,
DF China,1997,
DF China,1998,
DF China,1999,
DF China,2000,
DF China,2001,
DF China,2002,
DF China,2003,
DF China,2004,
DF China,2005,
DF China,2006,
DF China,2007,
DF China,2008,
DF China,2009,
DF China,2010,
DF China,2011,25
DF China,2012,40
DF China,2013,30
DF China,2014,35
DF China,2015,20
DF China,2016,35
DF Gulf - (All Countries),1990,
DF Gulf - (All Countries),1991,
DF Gulf - (All Countries),1992,
DF Gulf - (All Countries),1993,
DF Gulf - (All Countries),1994,
DF Gulf - (All Countries),1995,
DF Gulf - (All Countries),1996,
DF Gulf - (All Countries),1997,
DF Gulf - (All Countries),1998,
DF Gulf - (All Countries),1999,
DF Gulf - (All Countries),2000,
DF Gulf - (All Countries),2001,
DF Gulf - (All Countries),2002,
DF Gulf - (All Countries),2003,
DF Gulf - (All Countries),2004,
DF Gulf - (All Countries),2005,
DF Gulf - (All Countries),2006,
DF Gulf - (All Countries),2007,
DF Gulf - (All Countries),2008,
DF Gulf - (All Countries),2009,
DF Gulf - (All Countries),2010,
DF Gulf - (All Countries),2011,25
DF Gulf - (All Countries),2012,60
DF Gulf - (All Countries),2013,60
DF Gulf - (All Countries),2014,15
DF Gulf - (All Countries),2015,30
DF Gulf - (All Countries),2016,30
DF France,1990,
DF France,1991,
DF France,1992,
DF France,1993,
DF France,1994,
DF France,1995,50
DF France,1996,125
DF France,1997,125
DF France,1998,50
DF France,1999,20
DF France,2000,15
DF France,2001,10
DF France,2002,15
DF France,2003,15
DF France,2004,10
DF France,2005,15
DF France,2006,10
DF France,2007,10
DF France,2008,10
DF France,2009,
DF France,2010,
DF France,2011,
DF France,2012,25
DF France,2013,25
DF France,2014,15
DF France,2015,15
DF France,2016,15
DF Netherlands,1990,
DF Netherlands,1991,
DF Netherlands,1992,
DF Netherlands,1993,
DF Netherlands,1994,50
DF Netherlands,1995,25
DF Netherlands,1996,25
DF Netherlands,1997,25
DF Netherlands,1998,25
DF Netherlands,1999,10
DF Netherlands,2000,
DF Netherlands,2001,
DF Netherlands,2002,
DF Netherlands,2003,
DF Netherlands,2004,
DF Netherlands,2005,
DF Netherlands,2006,
DF Netherlands,2007,
DF Netherlands,2008,
DF Netherlands,2009,25
DF Netherlands,2010,
DF Netherlands,2011,35
DF Netherlands,2012,25
DF Netherlands,2013,15
DF Netherlands,2014,15
DF Netherlands,2015,15
DF Netherlands,2016,15
Finland,1990,
Finland,1991,
Finland,1992,
Finland,1993,
Finland,1994,
Finland,1995,
Finland,1996,
Finland,1997,
Finland,1998,
Finland,1999,
Finland,2000,
Finland,2001,
Finland,2002,
Finland,2003,
Finland,2004,
Finland,2005,
Finland,2006,
Finland,2007,
Finland,2008,
Finland,2009,
Finland,2010,
Finland,2011,
Finland,2012,
Finland,2013,
Finland,2014,
Finland,2015,100
Finland,2016,0
Latvia,1990,
Latvia,1991,
Latvia,1992,
Latvia,1993,
Latvia,1994,
Latvia,1995,
Latvia,1996,
Latvia,1997,
Latvia,1998,
Latvia,1999,
Latvia,2000,
Latvia,2001,
Latvia,2002,
Latvia,2003,
Latvia,2004,
Latvia,2005,
Latvia,2006,
Latvia,2007,
Latvia,2008,
Latvia,2009,
Latvia,2010,
Latvia,2011,
Latvia,2012,
Latvia,2013,10
Latvia,2014,10
Latvia,2015,0
Latvia,2016,0
Portugal,1990,
Portugal,1991,
Portugal,1992,
Portugal,1993,
Portugal,1994,
Portugal,1995,
Portugal,1996,
Portugal,1997,
Portugal,1998,
Portugal,1999,
Portugal,2000,
Portugal,2001,
Portugal,2002,
Portugal,2003,
Portugal,2004,
Portugal,2005,30
Portugal,2006,
Portugal,2007,
Portugal,2008,0
Portugal,2009,50
Portugal,2010,100
Portugal,2011,50
Portugal,2012,0
Portugal,2013,0
Portugal,2014,50
Portugal,2015,0
Portugal,2016,0
DF Baltics - (All Countries),1990,
DF Baltics - (All Countries),1991,
DF Baltics - (All Countries),1992,
DF Baltics - (All Countries),1993,
DF Baltics - (All Countries),1994,
DF Baltics - (All Countries),1995,
DF Baltics - (All Countries),1996,
DF Baltics - (All Countries),1997,
DF Baltics - (All Countries),1998,
DF Baltics - (All Countries),1999,
DF Baltics - (All Countries),2000,
DF Baltics - (All Countries),2001,35
DF Baltics - (All Countries),2002,10
DF Baltics - (All Countries),2003,25
DF Baltics - (All Countries),2004,5
DF Baltics - (All Countries),2005,5
DF Baltics - (All Countries),2006,10
DF Baltics - (All Countries),2007,10
DF Baltics - (All Countries),2008,10
DF Baltics - (All Countries),2009,
DF Baltics - (All Countries),2010,
DF Baltics - (All Countries),2011,
DF Baltics - (All Countries),2012,
DF Baltics - (All Countries),2013,
DF Baltics - (All Countries),2014,
DF Baltics - (All Countries),2015,
DF Baltics - (All Countries),2016,
DF Belgium/Luxembourg,1990,
DF Belgium/Luxembourg,1991,
DF Belgium/Luxembourg,1992,
DF Belgium/Luxembourg,1993,
DF Belgium/Luxembourg,1994,50
DF Belgium/Luxembourg,1995,50
DF Belgium/Luxembourg,1996,
DF Belgium/Luxembourg,1997,25
DF Belgium/Luxembourg,1998,
DF Belgium/Luxembourg,1999,
DF Belgium/Luxembourg,2000,
DF Belgium/Luxembourg,2001,
DF Belgium/Luxembourg,2002,10
DF Belgium/Luxembourg,2003,
DF Belgium/Luxembourg,2004,
DF Belgium/Luxembourg,2005,
DF Belgium/Luxembourg,2006,
DF Belgium/Luxembourg,2007,
DF Belgium/Luxembourg,2008,
DF Belgium/Luxembourg,2009,
DF Belgium/Luxembourg,2010,
DF Belgium/Luxembourg,2011,
DF Belgium/Luxembourg,2012,
DF Belgium/Luxembourg,2013,
DF Belgium/Luxembourg,2014,
DF Belgium/Luxembourg,2015,
DF Belgium/Luxembourg,2016,
DF Czech Republic,1990,
DF Czech Republic,1991,
DF Czech Republic,1992,
DF Czech Republic,1993,
DF Czech Republic,1994,
DF Czech Republic,1995,
DF Czech Republic,1996,
DF Czech Republic,1997,
DF Czech Republic,1998,
DF Czech Republic,1999,
DF Czech Republic,2000,
DF Czech Republic,2001,
DF Czech Republic,2002,
DF Czech Republic,2003,
DF Czech Republic,2004,
DF Czech Republic,2005,
DF Czech Republic,2006,
DF Czech Republic,2007,
DF Czech Republic,2008,
DF Czech Republic,2009,
DF Czech Republic,2010,
DF Czech Republic,2011,5
DF Czech Republic,2012,
DF Czech Republic,2013,
DF Czech Republic,2014,
DF Czech Republic,2015,
DF Czech Republic,2016,
DF Germany,1990,
DF Germany,1991,
DF Germany,1992,
DF Germany,1993,
DF Germany,1994,50
DF Germany,1995,50
DF Germany,1996,
DF Germany,1997,
DF Germany,1998,
DF Germany,1999,
DF Germany,2000,
DF Germany,2001,
DF Germany,2002,
DF Germany,2003,5
DF Germany,2004,10
DF Germany,2005,15
DF Germany,2006,10
DF Germany,2007,10
DF Germany,2008,10
DF Germany,2009,
DF Germany,2010,
DF Germany,2011,20
DF Germany,2012,
DF Germany,2013,
DF Germany,2014,
DF Germany,2015,
DF Germany,2016,
DF Hong Kong,1990,
DF Hong Kong,1991,
DF Hong Kong,1992,
DF Hong Kong,1993,
DF Hong Kong,1994,
DF Hong Kong,1995,100
DF Hong Kong,1996,50
DF Hong Kong,1997,25
DF Hong Kong,1998,25
DF Hong Kong,1999,25
DF Hong Kong,2000,
DF Hong Kong,2001,
DF Hong Kong,2002,
DF Hong Kong,2003,
DF Hong Kong,2004,
DF Hong Kong,2005,
DF Hong Kong,2006,
DF Hong Kong,2007,
DF Hong Kong,2008,
DF Hong Kong,2009,
DF Hong Kong,2010,
DF Hong Kong,2011,
DF Hong Kong,2012,
DF Hong Kong,2013,
DF Hong Kong,2014,
DF Hong Kong,2015,
DF Hong Kong,2016,
DF Indian Sub-Continent,1990,
DF Indian Sub-Continent,1991,
DF Indian Sub-Continent,1992,
DF Indian Sub-Continent,1993,
DF Indian Sub-Continent,1994,
DF Indian Sub-Continent,1995,
DF Indian Sub-Continent,1996,
DF Indian Sub-Continent,1997,
DF Indian Sub-Continent,1998,
DF Indian Sub-Continent,1999,
DF Indian Sub-Continent,2000,
DF Indian Sub-Continent,2001,
DF Indian Sub-Continent,2002,
DF Indian Sub-Continent,2003,
DF Indian Sub-Continent,2004,
DF Indian Sub-Continent,2005,
DF Indian Sub-Continent,2006,
DF Indian Sub-Continent,2007,
DF Indian Sub-Continent,2008,
DF Indian Sub-Continent,2009,
DF Indian Sub-Continent,2010,
DF Indian Sub-Continent,2011,
DF Indian Sub-Continent,2012,20
DF Indian Sub-Continent,2013,
DF Indian Sub-Continent,2014,
DF Indian Sub-Continent,2015,
DF Indian Sub-Continent,2016,
DF Indonesia,1990,
DF Indonesia,1991,
DF Indonesia,1992,
DF Indonesia,1993,
DF Indonesia,1994,
DF Indonesia,1995,
DF Indonesia,1996,
DF Indonesia,1997,
DF Indonesia,1998,
DF Indonesia,1999,
DF Indonesia,2000,
DF Indonesia,2001,5
DF Indonesia,2002,5
DF Indonesia,2003,
DF Indonesia,2004,
DF Indonesia,2005,
DF Indonesia,2006,
DF Indonesia,2007,
DF Indonesia,2008,
DF Indonesia,2009,
DF Indonesia,2010,
DF Indonesia,2011,
DF Indonesia,2012,
DF Indonesia,2013,
DF Indonesia,2014,
DF Indonesia,2015,
DF Indonesia,2016,
DF Israel,1990,
DF Israel,1991,
DF Israel,1992,
DF Israel,1993,
DF Israel,1994,
DF Israel,1995,
DF Israel,1996,
DF Israel,1997,
DF Israel,1998,
DF Israel,1999,
DF Israel,2000,
DF Israel,2001,
DF Israel,2002,10
DF Israel,2003,15
DF Israel,2004,15
DF Israel,2005,
DF Israel,2006,
DF Israel,2007,
DF Israel,2008,
DF Israel,2009,
DF Israel,2010,
DF Israel,2011,
DF Israel,2012,
DF Israel,2013,
DF Israel,2014,
DF Israel,2015,
DF Israel,2016,
DF Italy,1990,
DF Italy,1991,
DF Italy,1992,
DF Italy,1993,
DF Italy,1994,
DF Italy,1995,50
DF Italy,1996,25
DF Italy,1997,20
DF Italy,1998,15
DF Italy,1999,10
DF Italy,2000,
DF Italy,2001,
DF Italy,2002,
DF Italy,2003,
DF Italy,2004,
DF Italy,2005,
DF Italy,2006,
DF Italy,2007,
DF Italy,2008,
DF Italy,2009,
DF Italy,2010,
DF Italy,2011,10
DF Italy,2012,
DF Italy,2013,
DF Italy,2014,
DF Italy,2015,
DF Italy,2016,
DF Poland,1990,
DF Poland,1991,
DF Poland,1992,
DF Poland,1993,
DF Poland,1994,
DF Poland,1995,
DF Poland,1996,
DF Poland,1997,
DF Poland,1998,
DF Poland,1999,
DF Poland,2000,
DF Poland,2001,
DF Poland,2002,
DF Poland,2003,
DF Poland,2004,
DF Poland,2005,
DF Poland,2006,
DF Poland,2007,
DF Poland,2008,
DF Poland,2009,
DF Poland,2010,
DF Poland,2011,5
DF Poland,2012,
DF Poland,2013,5
DF Poland,2014,
DF Poland,2015,
DF Poland,2016,
DF Rest of Africa,1990,
DF Rest of Africa,1991,
DF Rest of Africa,1992,
DF Rest of Africa,1993,
DF Rest of Africa,1994,
DF Rest of Africa,1995,
DF Rest of Africa,1996,
DF Rest of Africa,1997,
DF Rest of Africa,1998,
DF Rest of Africa,1999,
DF Rest of Africa,2000,25
DF Rest of Africa,2001,25
DF Rest of Africa,2002,25
DF Rest of Africa,2003,25
DF Rest of Africa,2004,25
DF Rest of Africa,2005,
DF Rest of Africa,2006,
DF Rest of Africa,2007,
DF Rest of Africa,2008,
DF Rest of Africa,2009,
DF Rest of Africa,2010,
DF Rest of Africa,2011,
DF Rest of Africa,2012,5
DF Rest of Africa,2013,
DF Rest of Africa,2014,
DF Rest of Africa,2015,
DF Rest of Africa,2016,
DF Rest of Australasia,1990,
DF Rest of Australasia,1991,
DF Rest of Australasia,1992,
DF Rest of Australasia,1993,
DF Rest of Australasia,1994,50
DF Rest of Australasia,1995,50
DF Rest of Australasia,1996,
DF Rest of Australasia,1997,
DF Rest of Australasia,1998,
DF Rest of Australasia,1999,
DF Rest of Australasia,2000,
DF Rest of Australasia,2001,
DF Rest of Australasia,2002,
DF Rest of Australasia,2003,
DF Rest of Australasia,2004,
DF Rest of Australasia,2005,
DF Rest of Australasia,2006,
DF Rest of Australasia,2007,
DF Rest of Australasia,2008,
DF Rest of Australasia,2009,5
DF Rest of Australasia,2010,
DF Rest of Australasia,2011,
DF Rest of Australasia,2012,
DF Rest of Australasia,2013,
DF Rest of Australasia,2014,
DF Rest of Australasia,2015,
DF Rest of Australasia,2016,
DF Rest of Central & Eastern Europe,1990,
DF Rest of Central & Eastern Europe,1991,
DF Rest of Central & Eastern Europe,1992,
DF Rest of Central & Eastern Europe,1993,
DF Rest of Central & Eastern Europe,1994,
DF Rest of Central & Eastern Europe,1995,
DF Rest of Central & Eastern Europe,1996,
DF Rest of Central & Eastern Europe,1997,
DF Rest of Central & Eastern Europe,1998,
DF Rest of Central & Eastern Europe,1999,
DF Rest of Central & Eastern Europe,2000,
DF Rest of Central & Eastern Europe,2001,
DF Rest of Central & Eastern Europe,2002,
DF Rest of Central & Eastern Europe,2003,
DF Rest of Central & Eastern Europe,2004,
DF Rest of Central & Eastern Europe,2005,
DF Rest of Central & Eastern Europe,2006,
DF Rest of Central & Eastern Europe,2007,
DF Rest of Central & Eastern Europe,2008,
DF Rest of Central & Eastern Europe,2009,
DF Rest of Central & Eastern Europe,2010,
DF Rest of Central & Eastern Europe,2011,
DF Rest of Central & Eastern Europe,2012,
DF Rest of Central & Eastern Europe,2013,5
DF Rest of Central & Eastern Europe,2014,
DF Rest of Central & Eastern Europe,2015,
DF Rest of Central & Eastern Europe,2016,
DF Rest of East Asia,1990,
DF Rest of East Asia,1991,
DF Rest of East Asia,1992,
DF Rest of East Asia,1993,
DF Rest of East Asia,1994,100
DF Rest of East Asia,1995,150
DF Rest of East Asia,1996,100
DF Rest of East Asia,1997,50
DF Rest of East Asia,1998,
DF Rest of East Asia,1999,
DF Rest of East Asia,2000,
DF Rest of East Asia,2001,
DF Rest of East Asia,2002,
DF Rest of East Asia,2003,
DF Rest of East Asia,2004,
DF Rest of East Asia,2005,
DF Rest of East Asia,2006,
DF Rest of East Asia,2007,
DF Rest of East Asia,2008,
DF Rest of East Asia,2009,
DF Rest of East Asia,2010,
DF Rest of East Asia,2011,
DF Rest of East Asia,2012,
DF Rest of East Asia,2013,
DF Rest of East Asia,2014,
DF Rest of East Asia,2015,
DF Rest of East Asia,2016,
DF Rest of Latin America,1990,
DF Rest of Latin America,1991,
DF Rest of Latin America,1992,
DF Rest of Latin America,1993,
DF Rest of Latin America,1994,
DF Rest of Latin America,1995,50
DF Rest of Latin America,1996,25
DF Rest of Latin America,1997,25
DF Rest of Latin America,1998,25
DF Rest of Latin America,1999,25
DF Rest of Latin America,2000,25
DF Rest of Latin America,2001,15
DF Rest of Latin America,2002,10
DF Rest of Latin America,2003,5
DF Rest of Latin America,2004,
DF Rest of Latin America,2005,
DF Rest of Latin America,2006,
DF Rest of Latin America,2007,
DF Rest of Latin America,2008,
DF Rest of Latin America,2009,
DF Rest of Latin America,2010,
DF Rest of Latin America,2011,
DF Rest of Latin America,2012,
DF Rest of Latin America,2013,
DF Rest of Latin America,2014,
DF Rest of Latin America,2015,
DF Rest of Latin America,2016,
DF Rest of Southern Europe,1990,
DF Rest of Southern Europe,1991,
DF Rest of Southern Europe,1992,
DF Rest of Southern Europe,1993,
DF Rest of Southern Europe,1994,50
DF Rest of Southern Europe,1995,50
DF Rest of Southern Europe,1996,50
DF Rest of Southern Europe,1997,50
DF Rest of Southern Europe,1998,50
DF Rest of Southern Europe,1999,25
DF Rest of Southern Europe,2000,
DF Rest of Southern Europe,2001,
DF Rest of Southern Europe,2002,
DF Rest of Southern Europe,2003,
DF Rest of Southern Europe,2004,
DF Rest of Southern Europe,2005,
DF Rest of Southern Europe,2006,
DF Rest of Southern Europe,2007,
DF Rest of Southern Europe,2008,
DF Rest of Southern Europe,2009,
DF Rest of Southern Europe,2010,
DF Rest of Southern Europe,2011,
DF Rest of Southern Europe,2012,
DF Rest of Southern Europe,2013,
DF Rest of Southern Europe,2014,
DF Rest of Southern Europe,2015,
DF Rest of Southern Europe,2016,
DF Rest of World,1990,
DF Rest of World,1991,
DF Rest of World,1992,
DF Rest of World,1993,
DF Rest of World,1994,50
DF Rest of World,1995,50
DF Rest of World,1996,50
DF Rest of World,1997,50
DF Rest of World,1998,50
DF Rest of World,1999,25
DF Rest of World,2000,
DF Rest of World,2001,
DF Rest of World,2002,
DF Rest of World,2003,
DF Rest of World,2004,
DF Rest of World,2005,
DF Rest of World,2006,
DF Rest of World,2007,
DF Rest of World,2008,
DF Rest of World,2009,
DF Rest of World,2010,
DF Rest of World,2011,
DF Rest of World,2012,
DF Rest of World,2013,
DF Rest of World,2014,
DF Rest of World,2015,
DF Rest of World,2016,
DF Russia,1990,
DF Russia,1991,
DF Russia,1992,
DF Russia,1993,
DF Russia,1994,
DF Russia,1995,
DF Russia,1996,
DF Russia,1997,
DF Russia,1998,
DF Russia,1999,
DF Russia,2000,
DF Russia,2001,25
DF Russia,2002,20
DF Russia,2003,
DF Russia,2004,
DF Russia,2005,
DF Russia,2006,
DF Russia,2007,
DF Russia,2008,
DF Russia,2009,
DF Russia,2010,
DF Russia,2011,60
DF Russia,2012,100
DF Russia,2013,100
DF Russia,2014,100
DF Russia,2015,
DF Russia,2016,
DF Singapore,1990,
DF Singapore,1991,
DF Singapore,1992,
DF Singapore,1993,
DF Singapore,1994,50
DF Singapore,1995,100
DF Singapore,1996,100
DF Singapore,1997,75
DF Singapore,1998,25
DF Singapore,1999,25
DF Singapore,2000,30
DF Singapore,2001,20
DF Singapore,2002,15
DF Singapore,2003,15
DF Singapore,2004,
DF Singapore,2005,5
DF Singapore,2006,
DF Singapore,2007,
DF Singapore,2008,
DF Singapore,2009,
DF Singapore,2010,
DF Singapore,2011,
DF Singapore,2012,
DF Singapore,2013,
DF Singapore,2014,
DF Singapore,2015,
DF Singapore,2016,
DF South Korea,1990,
DF South Korea,1991,
DF South Korea,1992,
DF South Korea,1993,
DF South Korea,1994,
DF South Korea,1995,250
DF South Korea,1996,225
DF South Korea,1997,125
DF South Korea,1998,
DF South Korea,1999,180
DF South Korea,2000,200
DF South Korea,2001,75
DF South Korea,2002,75
DF South Korea,2003,100
DF South Korea,2004,25
DF South Korea,2005,25
DF South Korea,2006,25
DF South Korea,2007,
DF South Korea,2008,
DF South Korea,2009,
DF South Korea,2010,
DF South Korea,2011,
DF South Korea,2012,
DF South Korea,2013,
DF South Korea,2014,
DF South Korea,2015,
DF South Korea,2016,
DF Switzerland,1990,
DF Switzerland,1991,
DF Switzerland,1992,
DF Switzerland,1993,
DF Switzerland,1994,
DF Switzerland,1995,
DF Switzerland,1996,
DF Switzerland,1997,
DF Switzerland,1998,
DF Switzerland,1999,
DF Switzerland,2000,
DF Switzerland,2001,5
DF Switzerland,2002,10
DF Switzerland,2003,5
DF Switzerland,2004,10
DF Switzerland,2005,10
DF Switzerland,2006,
DF Switzerland,2007,
DF Switzerland,2008,
DF Switzerland,2009,
DF Switzerland,2010,
DF Switzerland,2011,
DF Switzerland,2012,
DF Switzerland,2013,10
DF Switzerland,2014,10
DF Switzerland,2015,
DF Switzerland,2016,
DF Turkey,1990,
DF Turkey,1991,
DF Turkey,1992,
DF Turkey,1993,
DF Turkey,1994,
DF Turkey,1995,
DF Turkey,1996,
DF Turkey,1997,
DF Turkey,1998,
DF Turkey,1999,
DF Turkey,2000,
DF Turkey,2001,
DF Turkey,2002,
DF Turkey,2003,
DF Turkey,2004,
DF Turkey,2005,
DF Turkey,2006,
DF Turkey,2007,
DF Turkey,2008,
DF Turkey,2009,
DF Turkey,2010,
DF Turkey,2011,5
DF Turkey,2012,15
DF Turkey,2013,10
DF Turkey,2014,10
DF Turkey,2015,
DF Turkey,2016,
DF US Pacific,1990,
DF US Pacific,1991,
DF US Pacific,1992,
DF US Pacific,1993,
DF US Pacific,1994,50
DF US Pacific,1995,200
DF US Pacific,1996,100
DF US Pacific,1997,50
DF US Pacific,1998,
DF US Pacific,1999,
DF US Pacific,2000,
DF US Pacific,2001,
DF US Pacific,2002,
DF US Pacific,2003,
DF US Pacific,2004,
DF US Pacific,2005,
DF US Pacific,2006,
DF US Pacific,2007,
DF US Pacific,2008,
DF US Pacific,2009,
DF US Pacific,2010,
DF US Pacific,2011,
DF US Pacific,2012,
DF US Pacific,2013,
DF US Pacific,2014,
DF US Pacific,2015,
DF US Pacific,2016,
